url,path,page_type,intent,slug,title,title_core,title_length,h1,meta_description,description_length,breadcrumb_label,og_title,og_description,sd_name,sd_headline,date_published,date_modified,slug_title_overlap,h1_title_overlap,likely_intent,year_note,issues,ctr_risk_refined,material_signals,severity,notes
https://www.expatcopilot.com/netherlands/breda/,/netherlands/breda/,city_page,INDEXABLE,breda,"Moving to Breda as an Expat | Living in Breda, Housing, Lifestyle & Practical Setup | ExpatCopilot","Moving to Breda as an Expat | Living in Breda, Housing, Lifestyle & Practical Setup",98,Moving to Breda as an Expat,"Thinking about moving to Breda? Explore why expats choose Breda, what life is like, how registration and housing work, and which services can help you settle in.",161,Breda,"Moving to Breda as an Expat | Living in Breda, Housing, Lifestyle & Practical Setup | ExpatCopilot","Thinking about moving to Breda? Explore why expats choose Breda, what life is like, how registration and housing work, and which services can help you settle in.",ExpatCopilot,Moving to Breda as an Expat,,2026-03-30,1.0,0.5,city_research,,overly_long_title_core|overly_long_title_with_brand|h1_title_differ_soft|likely_poor_ctr_risk:truncated_risk,soft,long_title,P3,
https://www.expatcopilot.com/netherlands/arnhem/,/netherlands/arnhem/,city_page,INDEXABLE,arnhem,"Moving to Arnhem as an Expat | Living in Arnhem, Housing, Lifestyle & Practical Setup | ExpatCopilot","Moving to Arnhem as an Expat | Living in Arnhem, Housing, Lifestyle & Practical Setup",100,Moving to Arnhem as an Expat,"Thinking about moving to Arnhem? Explore why expats choose Arnhem, what life is like, how registration and housing work, and which services can help you settle in.",163,Arnhem,"Moving to Arnhem as an Expat | Living in Arnhem, Housing, Lifestyle & Practical Setup | ExpatCopilot","Thinking about moving to Arnhem? Explore why expats choose Arnhem, what life is like, how registration and housing work, and which services can help you settle in.",ExpatCopilot,Moving to Arnhem as an Expat,,2026-04-03,1.0,0.5,city_research,,overly_long_title_core|overly_long_title_with_brand|h1_title_differ_soft|likely_poor_ctr_risk:truncated_risk,soft,long_title,P3,
https://www.expatcopilot.com/editorial-policy/,/editorial-policy/,trust_legal,INDEXABLE,editorial-policy,Editorial Policy | ExpatCopilot,Editorial Policy,31,Editorial Policy,"Learn how ExpatCopilot creates and updates guides, service listings, and relocation content for expats moving to the Netherlands.",129,,ExpatCopilot,"Practical relocation guides, tools, and service discovery for expats moving to the Netherlands — visas, housing, banking, and settling in.",ExpatCopilot,,,,1.0,1.0,trust_legal,,very_short_title|og_title_differs_from_title|templated_description_opening,yes,short+templated_desc,P2,
https://www.expatcopilot.com/about/,/about/,trust_legal,INDEXABLE,about,About ExpatCopilot | Practical Relocation Help for Expats Moving to the Netherlands | ExpatCopilot,About ExpatCopilot | Practical Relocation Help for Expats Moving to the Netherlands,98,About ExpatCopilot,"Learn about ExpatCopilot, a practical relocation platform built to help expats move to the Netherlands with guides, tools, city insights, and trusted service discovery.",168,About,About ExpatCopilot | Practical Relocation Help for Expats Moving to the Netherlands,"Learn about ExpatCopilot, a practical relocation platform built to help expats move to the Netherlands with guides, tools, city insights, and trusted service discovery.",ExpatCopilot,,,,1.0,0.18,trust_legal,,overly_long_title_core|overly_long_title_with_brand|problematic_h1_title_mismatch|likely_poor_ctr_risk:truncated_risk,yes,long_title+mismatch,P2,
https://www.expatcopilot.com/netherlands/business/zzp-netherlands/,/netherlands/business/zzp-netherlands/,guide,INDEXABLE,zzp-netherlands,ZZP in the Netherlands | Complete Expat & Freelancer Guide | ExpatCopilot,ZZP in the Netherlands | Complete Expat & Freelancer Guide,73,ZZP in the Netherlands,"Learn how ZZP works in the Netherlands, including registration, taxes, invoicing, clients and practical considerations for expats and freelancers.",146,ZZP,ZZP in the Netherlands | Complete Expat & Freelancer Guide,"Learn how ZZP works in the Netherlands, including registration, taxes, invoicing, clients and practical considerations for expats and freelancers.",ExpatCopilot,ZZP in the Netherlands,2026-09-06,2026-09-06,1.0,0.5,guide,no year in title; topic often year-sensitive (2026),h1_title_differ_soft|templated_description_opening|year_absent_but_may_help_ctr|likely_poor_ctr_risk:freshness_signal_missing,soft,templated_desc+year_opp,P3,no year in title; topic often year-sensitive (2026)
https://www.expatcopilot.com/netherlands/business/starting-a-business-netherlands/,/netherlands/business/starting-a-business-netherlands/,guide,INDEXABLE,starting-a-business-netherlands,Starting a Business in the Netherlands | Complete Expat Guide | ExpatCopilot,Starting a Business in the Netherlands | Complete Expat Guide,76,Starting a Business in the Netherlands,"Learn how to start a business in the Netherlands, including KVK registration, business structures, taxes, banking, visas and practical considerations for expats.",161,Starting a business,Starting a Business in the Netherlands | Complete Expat Guide,"Learn how to start a business in the Netherlands, including KVK registration, business structures, taxes, banking, visas and practical considerations for expats.",ExpatCopilot,Starting a Business in the Netherlands,2026-09-13,2026-09-13,1.0,0.67,guide,no year in title; topic often year-sensitive (2026),overly_long_title_with_brand|h1_title_differ_soft|templated_description_opening|year_absent_but_may_help_ctr|likely_poor_ctr_risk:freshness_signal_missing,soft,templated_desc+year_opp,P3,no year in title; topic often year-sensitive (2026)
https://www.expatcopilot.com/netherlands/cities/,/netherlands/cities/,city_page,INDEXABLE,cities,Dutch Cities for Expats | Compare City Guides & Hubs | ExpatCopilot,Dutch Cities for Expats | Compare City Guides & Hubs,67,Dutch cities hub — compare guides and explore,"Explore the best cities in the Netherlands for expats, including Amsterdam, Amstelveen, Haarlem, Rotterdam, Utrecht, The Hague, Delft, Leiden, Maastricht, Breda, Tilburg, Arnhem, Nijmegen, Eindhoven, and Groningen, with practical guidance and city comparisons.",260,Cities,Dutch Cities for Expats | Compare City Guides & Hubs | ExpatCopilot,"Explore the best cities in the Netherlands for expats, including Amsterdam, Amstelveen, Haarlem, Rotterdam, Utrecht, The Hague, Delft, Leiden, Maastricht, Breda, Tilburg, Arnhem, Nijmegen, Eindhoven, and Groningen, with practical guidance and city comparisons.",ExpatCopilot,Dutch cities hub — compare guides and explore,2026-03-24,2026-03-24,1.0,0.36,city_research,,overly_long_description|problematic_h1_title_mismatch,yes,mismatch,P2,
https://www.expatcopilot.com/netherlands/bringing-pets-to-netherlands/,/netherlands/bringing-pets-to-netherlands/,moving_guide,INDEXABLE,bringing-pets-to-netherlands,"Bringing Pets to the Netherlands: Rules, Documents & Travel Tips | ExpatCopilot","Bringing Pets to the Netherlands: Rules, Documents & Travel Tips",79,Bringing Pets to the Netherlands,"Moving to the Netherlands with a dog or cat? Learn about pet import rules, documents, vaccinations, airline travel, housing, costs, and arrival planning.",153,Bringing Pets,"Bringing Pets to the Netherlands: Rules, Documents & Travel Tips | ExpatCopilot","Moving to the Netherlands with a dog or cat? Learn about pet import rules, documents, vaccinations, airline travel, housing, costs, and arrival planning.",ExpatCopilot,Bringing Pets to the Netherlands,,2026-09-06,1.0,0.56,moving_guide,,overly_long_title_with_brand|h1_title_differ_soft,no,,INFO,
https://www.expatcopilot.com/netherlands/cities/amsterdam-vs-rotterdam/,/netherlands/cities/amsterdam-vs-rotterdam/,city_page,INDEXABLE,amsterdam-vs-rotterdam,Amsterdam vs Rotterdam: Which Dutch City Is Better for Expats? | ExpatCopilot,Amsterdam vs Rotterdam: Which Dutch City Is Better for Expats?,77,Amsterdam vs Rotterdam,"Compare Amsterdam and Rotterdam across housing, jobs, salaries, lifestyle, transport, cost of living and expat life to decide which city fits you best.",151,Amsterdam vs Rotterdam,Amsterdam vs Rotterdam: Which Dutch City Is Better for Expats?,"Compare Amsterdam and Rotterdam across housing, jobs, salaries, lifestyle, transport, cost of living and expat life to decide which city fits you best.",ExpatCopilot,Amsterdam vs Rotterdam,2026-09-16,2026-09-16,1.0,0.3,city_research,no year in title; topic often year-sensitive (2026),overly_long_title_with_brand|problematic_h1_title_mismatch|year_absent_but_may_help_ctr|likely_poor_ctr_risk:freshness_signal_missing,yes,mismatch+year_opp,P2,no year in title; topic often year-sensitive (2026)
https://www.expatcopilot.com/netherlands/cities/compare/,/netherlands/cities/compare/,city_page,INDEXABLE,compare,Compare Dutch Cities for Expats | City Comparison Hub | ExpatCopilot,Compare Dutch Cities for Expats | City Comparison Hub,68,Compare Dutch Cities,Head-to-head city comparisons for expats — Amsterdam vs Rotterdam and more guides to help you choose where to live in the Netherlands.,134,Compare cities,Compare Dutch Cities for Expats | City Comparison Hub,Head-to-head city comparisons for expats — Amsterdam vs Rotterdam and more guides to help you choose where to live in the Netherlands.,ExpatCopilot,,2026-09-16,,1.0,0.38,city_research,,problematic_h1_title_mismatch,yes,mismatch,P2,
https://www.expatcopilot.com/netherlands/citizenship/tools/,/netherlands/citizenship/tools/,tool_calculator,INDEXABLE,tools,Citizenship & Long-Term Stay tools for expats in the Netherlands | ExpatCopilot,Citizenship & Long-Term Stay tools for expats in the Netherlands,79,Citizenship & Long-Term Stay,Eligibility and timeline tools for permanent residence and citizenship. 3 live tools and 0 more coming soon.,108,Citizenship & Long-Term Stay,Citizenship & Long-Term Stay tools for expats in the Netherlands | ExpatCopilot,Eligibility and timeline tools for permanent residence and citizenship. 3 live tools and 0 more coming soon.,ExpatCopilot,,,,1.0,0.4,tool_transactional,,overly_long_title_with_brand|h1_title_differ_soft,no,,INFO,
https://www.expatcopilot.com/netherlands/amsterdam/,/netherlands/amsterdam/,city_page,INDEXABLE,amsterdam,"Moving to Amsterdam as an Expat: Registration, BSN, Banking & Insurance | ExpatCopilot","Moving to Amsterdam as an Expat: Registration, BSN, Banking & Insurance",86,Moving to Amsterdam as an Expat,"A practical expat guide to moving to Amsterdam, including registration, BSN, DigiD, banking, health insurance, housing, costs, and local services.",146,Amsterdam,"Moving to Amsterdam as an Expat: Registration, BSN, Banking & Insurance | ExpatCopilot","A practical expat guide to moving to Amsterdam, including registration, BSN, DigiD, banking, health insurance, housing, costs, and local services.",ExpatCopilot,Moving to Amsterdam as an Expat,,2026-09-06,1.0,0.6,city_research,no year in title; topic often year-sensitive (2026),overly_long_title_core|overly_long_title_with_brand|h1_title_differ_soft|year_absent_but_may_help_ctr|likely_poor_ctr_risk:truncated_risk+freshness_signal_missing,yes,long_title+year_opp,P2,no year in title; topic often year-sensitive (2026)
https://www.expatcopilot.com/netherlands/cities/best-cities-for-expats/,/netherlands/cities/best-cities-for-expats/,city_page,INDEXABLE,best-cities-for-expats,Best Cities in the Netherlands for Expats | ExpatCopilot,Best Cities in the Netherlands for Expats,56,Best Cities in the Netherlands for Expats,"Shortlist Dutch cities for expat life: trade-offs, scenarios, and links to comparison tools and city guides — practical, not a generic ranking.",143,Best Cities for Expats,Best Cities in the Netherlands for Expats | ExpatCopilot,"Shortlist Dutch cities for expat life: trade-offs, scenarios, and links to comparison tools and city guides — practical, not a generic ranking.",ExpatCopilot,Best Cities in the Netherlands for Expats,2026-04-10,2026-04-10,1.0,1.0,city_research,,ok,no,,INFO,
https://www.expatcopilot.com/netherlands/culture/,/netherlands/culture/,guide,INDEXABLE,culture,Understanding Dutch Culture | ExpatCopilot,Understanding Dutch Culture,42,Understanding Dutch Culture,"Workplace norms, social expectations, traditions, and language basics—so daily interactions feel less mysterious.",113,Culture in the Netherlands,Understanding Dutch Culture | ExpatCopilot,"Workplace norms, social expectations, traditions, and language basics—so daily interactions feel less mysterious.",ExpatCopilot,Understanding Dutch Culture,,2026-09-06,1.0,1.0,guide,,ok,no,,INFO,
https://www.expatcopilot.com/netherlands/citizenship/permanent-residence/,/netherlands/citizenship/permanent-residence/,moving_guide,INDEXABLE,permanent-residence,"Permanent Residence in the Netherlands: HSM, 5 Years & IND Next Steps | ExpatCopilot","Permanent Residence in the Netherlands: HSM, 5 Years & IND Next Steps",84,Permanent Residence in the Netherlands,"Permanent residence after HSM or other lawful stay: five-year path, inburgering vs exemption, job changes near year five, and what PR is not (citizenship). Orientation only — confirm on IND.",190,Permanent residence,"Permanent Residence in the Netherlands: HSM, 5 Years & IND Next Steps | ExpatCopilot","Permanent residence after HSM or other lawful stay: five-year path, inburgering vs exemption, job changes near year five, and what PR is not (citizenship). Orientation only — confirm on IND.",ExpatCopilot,Permanent Residence in the Netherlands,,2026-09-06,1.0,0.45,moving_guide,,overly_long_title_core|overly_long_title_with_brand|overly_long_description|h1_title_differ_soft|likely_poor_ctr_risk:truncated_risk,soft,long_title,P3,
https://www.expatcopilot.com/netherlands/culture/communication-style/,/netherlands/culture/communication-style/,guide,INDEXABLE,communication-style,Communication style in the Netherlands | ExpatCopilot,Communication style in the Netherlands,53,,"How people communicate in Dutch social settings: clarity, humor, and what silence can mean.",91,Communication style,Communication style in the Netherlands | ExpatCopilot,"How people communicate in Dutch social settings: clarity, humor, and what silence can mean.",ExpatCopilot,,,,1.0,,guide,,missing_h1,yes,missing,P1,
https://www.expatcopilot.com/netherlands/citizenship/tools/dutch-citizenship-timeline-calculator/,/netherlands/citizenship/tools/dutch-citizenship-timeline-calculator/,tool_calculator,INDEXABLE,dutch-citizenship-timeline-calculator,Dutch Citizenship Timeline Calculator Netherlands | ExpatCopilot,Dutch Citizenship Timeline Calculator Netherlands,64,Dutch Citizenship Timeline Calculator,"Orientation timeline for Dutch naturalisation: five-year horizon, integration prep, renunciation checks, gemeente application, IND decision period, and ceremony. Not an IND decision.",182,Dutch citizenship timeline calculator,Dutch Citizenship Timeline Calculator Netherlands | ExpatCopilot,"Orientation timeline for Dutch naturalisation: five-year horizon, integration prep, renunciation checks, gemeente application, IND decision period, and ceremony. Not an IND decision.",ExpatCopilot,,,,1.0,0.8,tool_transactional,,overly_long_description|h1_title_differ_soft,no,,INFO,
https://www.expatcopilot.com/netherlands/culture/dutch-language-basics/,/netherlands/culture/dutch-language-basics/,guide,INDEXABLE,dutch-language-basics,Dutch language basics | ExpatCopilot,Dutch language basics,36,,"Starter Dutch for expats: pronunciation habits, polite phrases, and when English is enough.",91,Dutch language basics,Dutch language basics | ExpatCopilot,"Starter Dutch for expats: pronunciation habits, polite phrases, and when English is enough.",ExpatCopilot,,,,1.0,,guide,,missing_h1|taxonomy_dominated_title|likely_poor_ctr_risk:generic_or_taxonomy,yes,generic+missing,P1,
https://www.expatcopilot.com/netherlands/citizenship/tools/dual-citizenship-awareness-tool/,/netherlands/citizenship/tools/dual-citizenship-awareness-tool/,tool_calculator,INDEXABLE,dual-citizenship-awareness-tool,Dual Citizenship Awareness Tool Netherlands | ExpatCopilot,Dual Citizenship Awareness Tool Netherlands,58,Dual Citizenship Awareness Tool,"Orientation checklist for Dutch dual nationality trade-offs: renunciation, exceptions, option vs naturalisation, home-country rules, and long stay abroad. Not a dual-passport verdict.",183,Dual citizenship awareness tool,Dual Citizenship Awareness Tool Netherlands | ExpatCopilot,"Orientation checklist for Dutch dual nationality trade-offs: renunciation, exceptions, option vs naturalisation, home-country rules, and long stay abroad. Not a dual-passport verdict.",ExpatCopilot,,,,1.0,0.8,tool_transactional,,overly_long_description|h1_title_differ_soft,no,,INFO,
https://www.expatcopilot.com/netherlands/culture/dutch-social-calendar/,/netherlands/culture/dutch-social-calendar/,guide,INDEXABLE,dutch-social-calendar,Dutch social calendar | ExpatCopilot,Dutch social calendar,36,,Seasonal events and social rhythms in the Netherlands beyond official public holidays.,86,Dutch social calendar,Dutch social calendar | ExpatCopilot,Seasonal events and social rhythms in the Netherlands beyond official public holidays.,ExpatCopilot,,,,1.0,,guide,,missing_h1,yes,missing,P1,
https://www.expatcopilot.com/netherlands/culture/health-system-culture-basics/,/netherlands/culture/health-system-culture-basics/,guide,INDEXABLE,health-system-culture-basics,Health system culture basics (Netherlands) | ExpatCopilot,Health system culture basics (Netherlands),57,,"How Dutch healthcare interactions often feel for expats: GPs, referrals, and direct communication—not insurance rules.",118,Health system culture basics,Health system culture basics (Netherlands) | ExpatCopilot,"How Dutch healthcare interactions often feel for expats: GPs, referrals, and direct communication—not insurance rules.",ExpatCopilot,,,,1.0,,guide,no year in title; topic often year-sensitive (2026),missing_h1|year_absent_but_may_help_ctr|likely_poor_ctr_risk:freshness_signal_missing,yes,missing+year_opp,P1,no year in title; topic often year-sensitive (2026)
https://www.expatcopilot.com/netherlands/cities/cheapest-cities-for-expats/,/netherlands/cities/cheapest-cities-for-expats/,city_page,INDEXABLE,cheapest-cities-for-expats,Cheapest Cities in the Netherlands for Expats | ExpatCopilot,Cheapest Cities in the Netherlands for Expats,60,Cheapest Cities in the Netherlands for Expats,"Plain-language guide to affordable Dutch cities: what “cheaper” really means next to Amsterdam, the trade-offs (travel, jobs, pace), simple city snapshots, and calculators to check your own numbers — not a ranked list or live rent site.",236,Cheapest Cities for Expats,Cheapest Cities in the Netherlands for Expats | ExpatCopilot,"Plain-language guide to affordable Dutch cities: what “cheaper” really means next to Amsterdam, the trade-offs (travel, jobs, pace), simple city snapshots, and calculators to check your own numbers — not a ranked list or live rent site.",ExpatCopilot,Cheapest Cities in the Netherlands for Expats,2026-04-28,2026-04-28,1.0,1.0,city_research,,overly_long_description,no,,INFO,
https://www.expatcopilot.com/netherlands/bsn-registration/,/netherlands/bsn-registration/,moving_guide,INDEXABLE,bsn-registration,BSN Registration in the Netherlands: How Expats Get a BSN | ExpatCopilot,BSN Registration in the Netherlands: How Expats Get a BSN,72,BSN Registration in the Netherlands,"Learn how BSN registration works in the Netherlands. Understand when expats receive a citizen service number, which documents may be requested, and what to arrange next.",169,BSN registration,BSN Registration in the Netherlands: How Expats Get a BSN | ExpatCopilot,"Learn how BSN registration works in the Netherlands. Understand when expats receive a citizen service number, which documents may be requested, and what to arrange next.",ExpatCopilot,BSN Registration in the Netherlands,,2026-09-06,1.0,0.56,moving_guide,,h1_title_differ_soft|templated_description_opening,soft,templated_desc,P3,
https://www.expatcopilot.com/netherlands/citizenship/tools/permanent-residence-eligibility-calculator/,/netherlands/citizenship/tools/permanent-residence-eligibility-calculator/,tool_calculator,INDEXABLE,permanent-residence-eligibility-calculator,Permanent Residence Eligibility Calculator Netherlands | ExpatCopilot,Permanent Residence Eligibility Calculator Netherlands,69,Permanent Residence Eligibility Calculator,"Orientation checklist for Dutch permanent residence after HSM or other lawful stay: five-year signals, continuity, BRP, integration evidence, and IND next steps. Not an IND decision.",182,Permanent residence eligibility calculator,Permanent Residence Eligibility Calculator Netherlands | ExpatCopilot,"Orientation checklist for Dutch permanent residence after HSM or other lawful stay: five-year signals, continuity, BRP, integration evidence, and IND next steps. Not an IND decision.",ExpatCopilot,,,,1.0,0.8,tool_transactional,,overly_long_description|h1_title_differ_soft,no,,INFO,
https://www.expatcopilot.com/netherlands/culture/dutch-traditions/,/netherlands/culture/dutch-traditions/,guide,INDEXABLE,dutch-traditions,Dutch traditions | ExpatCopilot,Dutch traditions,31,,Traditions and seasonal moments in the Netherlands that shape social life for expats.,85,Dutch traditions,Dutch traditions | ExpatCopilot,Traditions and seasonal moments in the Netherlands that shape social life for expats.,ExpatCopilot,,,,1.0,,guide,,missing_h1|very_short_title|taxonomy_dominated_title|likely_poor_ctr_risk:generic_or_taxonomy,yes,generic+missing+short,P1,
https://www.expatcopilot.com/netherlands/culture/family-and-school-culture/,/netherlands/culture/family-and-school-culture/,guide,INDEXABLE,family-and-school-culture,Family and school culture in the Netherlands | ExpatCopilot,Family and school culture in the Netherlands,59,,"School rhythms, parent communication, and family life norms for expats in the Netherlands.",90,Family and school culture,Family and school culture in the Netherlands | ExpatCopilot,"School rhythms, parent communication, and family life norms for expats in the Netherlands.",ExpatCopilot,,,,1.0,,guide,,missing_h1,yes,missing,P1,
https://www.expatcopilot.com/netherlands/culture/kings-day/,/netherlands/culture/kings-day/,guide,INDEXABLE,kings-day,King's Day in the Netherlands | ExpatCopilot,King's Day in the Netherlands,44,,"King's Day (Koningsdag) for expats: markets, transport, and city tips.",70,King's Day,King's Day in the Netherlands | ExpatCopilot,"King's Day (Koningsdag) for expats: markets, transport, and city tips.",ExpatCopilot,,,,0.5,,guide,,missing_h1,yes,missing,P1,
