url,country_slug,country_label,tool_slug,region_group,distance_category,movement_framing,quality_class,intro_chars,what_matters_count,document_count,travel_count,visa_diff_count,official_ref_count,has_country_guide,curated_intro_chars,curated_has_doc_extras,curated_has_travel_extras,low_visa_diff_cluster,uniqueness_notes,visa_routes,document_notes_sample,official_refs_sample,information_as_of
"/netherlands/moving/tools/document-readiness/from/canada","canada","Canada","document-readiness","non-eu","far","immigration-first","ADEQUATE","116","6","4","5","4","3","true","116","false","false","false","","Sponsored employment and highly skilled migrant routes; Study permits with enrollment at a Dutch institution; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible Canadians","Canadian documents may require apostille authentication for use abroad (see Global Affairs Canada). | Provincial issuing bodies can have different processing times for civil records.","IND; Netherlands Worldwide; Global Affairs Canada","2026-09-06"
"/netherlands/moving/tools/first-90-days/from/canada","canada","Canada","first-90-days","non-eu","far","immigration-first","ADEQUATE","248","6","3","5","4","3","true","145","false","false","false","Curated intro was thin/boilerplate; composer supplied record-backed framing | first-90-days curated JSON historically thin across countries","Sponsored employment and highly skilled migrant routes; Study permits with enrollment at a Dutch institution; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible Canadians","Canadian documents may require apostille authentication for use abroad (see Global Affairs Canada). | Provincial issuing bodies can have different processing times for civil records.","IND; Netherlands Worldwide; Global Affairs Canada","2026-09-06"
"/netherlands/moving/tools/moving-checklist/from/australia","australia","Australia","moving-checklist","non-eu","far","immigration-first","ADEQUATE","158","6","4","5","4","3","true","158","false","false","false","","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible Australians","Australian documents may require apostille or authentication before foreign authorities accept them (see Smartraveller). | State and Commonwealth issuing bodies can have different lead times.","IND; Netherlands Worldwide; Smartraveller","2026-09-06"
"/netherlands/moving/tools/arrival-planner/from/australia","australia","Australia","arrival-planner","non-eu","far","immigration-first","ADEQUATE","387","6","3","5","4","3","true","140","false","false","false","Curated intro was thin/boilerplate; composer supplied record-backed framing | arrival-planner curated JSON historically thin across countries","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible Australians","Australian documents may require apostille or authentication before foreign authorities accept them (see Smartraveller). | State and Commonwealth issuing bodies can have different lead times.","IND; Netherlands Worldwide; Smartraveller","2026-09-06"
"/netherlands/moving/tools/document-readiness/from/australia","australia","Australia","document-readiness","non-eu","far","immigration-first","ADEQUATE","151","6","4","5","4","3","true","151","false","false","false","","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible Australians","Australian documents may require apostille or authentication before foreign authorities accept them (see Smartraveller). | State and Commonwealth issuing bodies can have different lead times.","IND; Netherlands Worldwide; Smartraveller","2026-09-06"
"/netherlands/moving/tools/first-90-days/from/australia","australia","Australia","first-90-days","non-eu","far","immigration-first","ADEQUATE","252","6","3","5","4","3","true","148","false","false","false","Curated intro was thin/boilerplate; composer supplied record-backed framing | first-90-days curated JSON historically thin across countries","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible Australians","Australian documents may require apostille or authentication before foreign authorities accept them (see Smartraveller). | State and Commonwealth issuing bodies can have different lead times.","IND; Netherlands Worldwide; Smartraveller","2026-09-06"
"/netherlands/moving/tools/moving-checklist/from/new-zealand","new-zealand","New Zealand","moving-checklist","non-eu","far","immigration-first","STRONG_UNIQUE_VALUE","190","6","4","5","4","4","true","190","false","false","false","","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible New Zealanders","NZ documents for overseas use may need apostille or authentication (Govt.nz, MFAT). | Some Dutch authorities require sworn translation—verify per procedure.","IND; Netherlands Worldwide; Govt.nz; MFAT","2026-09-06"
"/netherlands/moving/tools/arrival-planner/from/new-zealand","new-zealand","New Zealand","arrival-planner","non-eu","far","immigration-first","ADEQUATE","389","6","3","5","4","4","true","168","false","false","false","Curated intro was thin/boilerplate; composer supplied record-backed framing | arrival-planner curated JSON historically thin across countries","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible New Zealanders","NZ documents for overseas use may need apostille or authentication (Govt.nz, MFAT). | Some Dutch authorities require sworn translation—verify per procedure.","IND; Netherlands Worldwide; Govt.nz; MFAT","2026-09-06"
"/netherlands/moving/tools/document-readiness/from/new-zealand","new-zealand","New Zealand","document-readiness","non-eu","far","immigration-first","STRONG_UNIQUE_VALUE","188","6","4","5","4","4","true","188","false","false","false","","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible New Zealanders","NZ documents for overseas use may need apostille or authentication (Govt.nz, MFAT). | Some Dutch authorities require sworn translation—verify per procedure.","IND; Netherlands Worldwide; Govt.nz; MFAT","2026-09-06"
"/netherlands/moving/tools/first-90-days/from/new-zealand","new-zealand","New Zealand","first-90-days","non-eu","far","immigration-first","ADEQUATE","254","6","3","5","4","4","true","150","false","false","false","Curated intro was thin/boilerplate; composer supplied record-backed framing | first-90-days curated JSON historically thin across countries","Sponsored employment and highly skilled migrant routes; Study permits with Dutch institution admission; Partner and family routes with relationship evidence; Entrepreneurship, startup, or self-employment where criteria are met; Working Holiday Scheme for eligible New Zealanders","NZ documents for overseas use may need apostille or authentication (Govt.nz, MFAT). | Some Dutch authorities require sworn translation—verify per procedure.","IND; Netherlands Worldwide; Govt.nz; MFAT","2026-09-06"
"/netherlands/moving/tools/moving-checklist/from/germany","germany","Germany","moving-checklist","eu","near","eu-eea-swiss","ADEQUATE","185","6","4","5","5","3","true","185","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes when German civil-status documents need no legalisation and when German does not require translation. | Always confirm requirements for the specific document and authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/arrival-planner/from/germany","germany","Germany","arrival-planner","eu","near","eu-eea-swiss","ADEQUATE","389","6","3","5","5","3","true","138","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Curated intro was thin/boilerplate; composer supplied record-backed framing | arrival-planner curated JSON historically thin across countries | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes when German civil-status documents need no legalisation and when German does not require translation. | Always confirm requirements for the specific document and authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/document-readiness/from/germany","germany","Germany","document-readiness","eu","near","eu-eea-swiss","ADEQUATE","134","6","4","5","5","3","true","134","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes when German civil-status documents need no legalisation and when German does not require translation. | Always confirm requirements for the specific document and authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/first-90-days/from/germany","germany","Germany","first-90-days","eu","near","eu-eea-swiss","ADEQUATE","263","6","3","5","5","3","true","146","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Curated intro was thin/boilerplate; composer supplied record-backed framing | first-90-days curated JSON historically thin across countries | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes when German civil-status documents need no legalisation and when German does not require translation. | Always confirm requirements for the specific document and authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/moving-checklist/from/france","france","France","moving-checklist","eu","near","eu-eea-swiss","ADEQUATE","156","6","4","5","5","3","true","156","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes which French documents can be used immediately and which need apostille; official documents in French often need no translation for Dutch use. | Confirm each document with the requesting authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/arrival-planner/from/france","france","France","arrival-planner","eu","near","eu-eea-swiss","ADEQUATE","389","6","3","5","5","3","true","137","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Curated intro was thin/boilerplate; composer supplied record-backed framing | arrival-planner curated JSON historically thin across countries | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes which French documents can be used immediately and which need apostille; official documents in French often need no translation for Dutch use. | Confirm each document with the requesting authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/document-readiness/from/france","france","France","document-readiness","eu","near","eu-eea-swiss","ADEQUATE","114","6","4","5","5","3","true","114","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes which French documents can be used immediately and which need apostille; official documents in French often need no translation for Dutch use. | Confirm each document with the requesting authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/first-90-days/from/france","france","France","first-90-days","eu","near","eu-eea-swiss","ADEQUATE","263","6","3","5","5","3","true","145","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Curated intro was thin/boilerplate; composer supplied record-backed framing | first-90-days curated JSON historically thin across countries | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes which French documents can be used immediately and which need apostille; official documents in French often need no translation for Dutch use. | Confirm each document with the requesting authority.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
"/netherlands/moving/tools/moving-checklist/from/spain","spain","Spain","moving-checklist","eu","near","eu-eea-swiss","ADEQUATE","155","6","4","5","5","3","true","155","false","false","true","EU/EEA/Swiss peer: limited visa uniqueness vs other free-movement origins | Adequate free-movement peer page: do not pad with invented visa differences; deepen documents/travel only when verifiable","EU free movement (ordinary residence); Work, study, or self-sufficiency within EU rules","Netherlands Worldwide describes which Spanish documents can be used immediately in the Netherlands and which need an apostille from the Spanish authorities; official documents in Spanish often need no translation for Dutch use. | Confirm each document with the organisation that requests it.","IND; Government.nl; Netherlands Worldwide","2026-09-06"
